"id";"questiontype";"label";"values";"condition";"required";"restricted_to";"deleted_at";"created_at";"updated_at";"id";"element_question_id";"locale";"question";"answers";"deleted_at";"created_at";"updated_at"
"37";"SingleChoice";"tschq15";"[""VERYHIGH"",""HIGH"",""MEDIUM"",""LOW""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"73";"37";"de";"Bitte beschreiben Sie die Frequenz Ihres Tinnitus";"[""Sehr hohe Frequenz"",""Hohe Frequenz"",""Mittlere Frequenz"",""Niedrige Frequenz""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"37";"SingleChoice";"tschq15";"[""VERYHIGH"",""HIGH"",""MEDIUM"",""LOW""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"74";"37";"en";"Please describe the pitch of your tinnitus";"[""Very high frequency"",""High frequency"",""Medium frequency"",""Low frequency""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"38";"Slider";"tschq16";"{""min"":0,""max"":100,""step"":1}";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"75";"38";"de";"Wieviel Prozent der Zeit waren Sie sich im letzten Monat Ihres Tinnitus bewusst? 100% bedeuten, dass Sie sich Ihres Tinnitus im vergangenen Monat immer bewusst waren und 25% würden bedeuten, dass Sie ein Viertel der Zeit Ihren Tinnitus bewusst wahr genommen haben.?";"[{""value"":0,""label"":""nie""},{""value"":100,""label"":""die ganze Zeit""}]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"38";"Slider";"tschq16";"{""min"":0,""max"":100,""step"":1}";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"76";"38";"en";"What percent of your total awake time, over the last month, have you been aware of your tinnitus? For example, 100% would indicate that you were aware of your tinnitus all the time, 25% would indicate that you were aware of your tinnitus 1/4 of the time.";"[{""value"":0,""label"":""never""},{""value"":100,""label"":""all the time""}]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"39";"Slider";"tschq17";"{""min"":0,""max"":100,""step"":1}";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"77";"39";"de";"Wieviel Prozent der Zeit im letzten Monat haben Sie sich über Ihren Tinnitus geärgert, bzw. waren Sie wegen des Tinnitus unglücklich oder genervt?";"[{""value"":0,""label"":""nie""},{""value"":100,""label"":""die ganze Zeit""}]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"39";"Slider";"tschq17";"{""min"":0,""max"":100,""step"":1}";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"78";"39";"en";"What percent of your total awake time, over the last month, have you been annoyed, distressed, or irritated of your tinnitus?";"[{""value"":0,""label"":""never""},{""value"":100,""label"":""all the time""}]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"40";"SingleChoice";"tschq18";"[""NONE"",""ONE"",""2TO4"",""5ANDMORE""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"79";"40";"de";"Wie vielen verschiedenen Behandlungen haben Sie sich unterzogen aufgrund Ihres Tinnitus?";"[""Keine"",""Eine"",""2 - 4"",""5 oder mehr""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"40";"SingleChoice";"tschq18";"[""NONE"",""ONE"",""2TO4"",""5ANDMORE""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"80";"40";"en";"How many different treatments have you undergone because of your tinnitus?";"[""None"",""One"",""2 - 4"",""5 and more""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"41";"SingleChoice";"tschq19";"[""YES"",""NO"",""IDONTKNOW""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"81";"41";"de";"Wird die Lautstärke Ihres Tinnitus durch bestimmte Arten von Umgebungsgeräuschen reduziert bzw. überdeckt, wie zum Beispieldurch das Rauschen eines Wasserfalls oder das Geräusch fliessenden Wassers, wenn Sie unter der Dusche stehen?";"[""Ja"",""Nein"",""Ich weiss es nicht""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"41";"SingleChoice";"tschq19";"[""YES"",""NO"",""IDONTKNOW""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"82";"41";"en";"Is your tinnitus reduced by music or by certain types of environmental sounds such as the noise of a waterfall or the noise of running water when you are standing in the shower?";"[""Yes"",""No"",""I don't know""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"42";"SingleChoice";"tschq20";"[""YES"",""NO"",""IDONTKNOW""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"83";"42";"de";"Verschlechtert starker Lärm Ihren Tinnitus?";"[""Ja"",""Nein"",""Ich weiss es nicht""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"42";"SingleChoice";"tschq20";"[""YES"",""NO"",""IDONTKNOW""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"84";"42";"en";"Does the presence of loud noise make your tinnitus worse?";"[""Yes"",""No"",""I don't know""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"43";"YesNoSwitch";"tschq21";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"85";"43";"de";"Beeinflusst eine Bewegung Ihres Kopfes und/oder Ihres Nackens (zum Beispiel das Vorschieben des Kiefers oder das Zusammenbeissen der Zähne) oder eine Berührung Ihrer Arme, Hände oder Ihres Kopfes Ihren Tinnitus?";"[""Ja"",""Nein""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"43";"YesNoSwitch";"tschq21";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"86";"43";"en";"Does any head and neck movement (e.g. moving the jaw forward or clenching the teeth), or having your arms/hands or head touched, affect your tinnitus?";"[""Yes"",""No""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"44";"SingleChoice";"tschq22";"[""WORSENSTINNITUS"",""REDUCESTINNITUS"",""NOEFFECT""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"87";"44";"de";"Beeinflusst ein kurzer Schlaf während des Tages (z.B. Mittagsschlaf) Ihren Tinnitus?";"[""Verst\u00e4rkt meinen Tinnitus"",""Vermindert meinen Tinnitus"",""Hat keine Auswirkung""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"44";"SingleChoice";"tschq22";"[""WORSENSTINNITUS"",""REDUCESTINNITUS"",""NOEFFECT""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"88";"44";"en";"Does taking a nap during the day affect your tinnitus?";"[""Worsens my tinnitus"",""Reduces my tinnitus"",""Has no effect""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"45";"SingleChoice";"tschq23";"[""YES"",""NO"",""IDONTKNOW""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"89";"45";"de";"Besteht eine Verbindung zwischen Ihrem Nachtschlaf und Ihrem Tinnitus während des Tages?";"[""Ja"",""Nein"",""Ich weiss es nicht""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"45";"SingleChoice";"tschq23";"[""YES"",""NO"",""IDONTKNOW""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"90";"45";"en";"Is there any relationship between sleep at night and your tinnitus during the day?";"[""Yes"",""No"",""I don\u2019t know""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"46";"SingleChoice";"tschq24";"[""WORSENSTINNITUS"",""REDUCESTINNITUS"",""NOEFFECT""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"91";"46";"de";"Hat Stress Einfluss auf Ihren Tinnitus?";"[""Verst\u00e4rkt meinen Tinnitus"",""Vermindert meinen Tinnitus"",""Hat keine Auswirkung""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"46";"SingleChoice";"tschq24";"[""WORSENSTINNITUS"",""REDUCESTINNITUS"",""NOEFFECT""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"92";"46";"en";"Does stress influence your tinnitus?";"[""Worsens my tinnitus"",""Reduces my tinnitus"",""Has no effect""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"47";"TextArea";"tschq25";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"93";"47";"de";"Beeinflusst die Behandlung mit Medikamenten Ihren Tinnitus? (Medikamente / Effekt / Details)";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"47";"TextArea";"tschq25";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"94";"47";"en";"Does medication have an effect on your tinnitus? (Medication / Effect / Details)";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"48";"SingleChoice";"tschq28";"[""NEVER"",""RARELY"",""SOMETIMES"",""USUALLY"",""ALWAYS""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"95";"48";"de";"Fühlen Sie sich besonders geräuschempfindlich? Fühlen Sie sich beispielsweise gestört durch Geräusche, die anderen Menschen in Ihrer Umgebung nicht störend laut vorkommen?";"[""Niemals"",""Selten"",""Manchmal"",""Gew\u00f6hnlich"",""Immer""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"48";"SingleChoice";"tschq28";"[""NEVER"",""RARELY"",""SOMETIMES"",""USUALLY"",""ALWAYS""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"96";"48";"en";"Do you have a problem tolerating sounds because they often seem much too loud? That is, do you often find too loud or hurtful sounds which other people around you find quite comfortable?";"[""Never"",""Rarely"",""Sometimes"",""Usually"",""Always""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"49";"SingleChoice";"tschq29";"[""YES"",""NO"",""IDONTKNOW""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"97";"49";"de";"Führen laute Geräusche bei Ihnen zu Schmerz-ähnlichem Empfinden oder zu körperlichem Unwohlsein?";"[""Ja"",""Nein"",""Ich weiss es nicht""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"49";"SingleChoice";"tschq29";"[""YES"",""NO"",""IDONTKNOW""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"98";"49";"en";"Do sounds cause you pain or physical discomfort?";"[""Yes"",""No"",""I don't know""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"50";"YesNoSwitch";"tschq30";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"99";"50";"de";"Leiden Sie unter Kopfschmerzen?";"[""Ja"",""Nein""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"50";"YesNoSwitch";"tschq30";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"100";"50";"en";"Do you suffer from headache?";"[""Yes"",""No""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"51";"YesNoSwitch";"tschq31";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"101";"51";"de";"Leiden Sie unter Schwindel?";"[""Ja"",""Nein""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"51";"YesNoSwitch";"tschq31";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"102";"51";"en";"Do you suffer from vertigo or dizziness?";"[""Yes"",""No""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"52";"YesNoSwitch";"tschq32";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"103";"52";"de";"Haben Sie Beschwerden im Bereich Ihres Kiefergelenkes oder Ihrer Kaumuskulatur?";"[""Ja"",""Nein""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"52";"YesNoSwitch";"tschq32";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"104";"52";"en";"Do you suffer from temporomandibular disorder?";"[""Yes"",""No""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"53";"YesNoSwitch";"tschq33";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"105";"53";"de";"Leiden Sie unter Nackenschmerzen?";"[""Ja"",""Nein""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"53";"YesNoSwitch";"tschq33";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"106";"53";"en";"Do you suffer from neck pain?";"[""Yes"",""No""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"54";"YesNoSwitch";"tschq34";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"107";"54";"de";"Leiden Sie unter anderen Schmerzen?";"[""Ja"",""Nein""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"54";"YesNoSwitch";"tschq34";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"108";"54";"en";"Do you suffer from other pain syndromes?";"[""Yes"",""No""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"55";"YesNoSwitch";"tschq35";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"109";"55";"de";"Befinden Sie Sich momentan in psychiatrischer Behandlung?";"[""Ja"",""Nein""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"55";"YesNoSwitch";"tschq35";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"110";"55";"en";"Are you currently under treatment for psychiatric problems?";"[""Yes"",""No""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"56";"SingleChoice";"hq01";"[""NEVER"",""RARELY"",""SOMETIMES"",""OFTEN"",""ALWAYS""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"111";"56";"de";"Wie häufig haben Sie Schwierigkeiten mit dem Hören?";"[""Niemals"",""Selten"",""Gelegentlich"",""Oft"",""Immer""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"56";"SingleChoice";"hq01";"[""NEVER"",""RARELY"",""SOMETIMES"",""OFTEN"",""ALWAYS""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"112";"56";"en";"How often do you have hearing problems?";"[""Never"",""Rarely"",""Sometimes"",""Often"",""Always""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"57";"SingleChoice";"hq02";"[""NOTATALL"",""RARELY"",""SOMETIMES"",""OFTEN"",""ALWAYS""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"113";"57";"de";"Wie sehr beeinträchtigen Sie Schwierigkeiten mit dem Hören?";"[""Gar nicht"",""Wenig"",""Mittelm\u00e4ssig"",""\u00dcberwiegend"",""V\u00f6llig""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"57";"SingleChoice";"hq02";"[""NOTATALL"",""RARELY"",""SOMETIMES"",""OFTEN"",""ALWAYS""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"114";"57";"en";"How much do your hearing problems affect you?";"[""Not at all"",""Little"",""Moderately"",""Largely"",""Entirely""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"58";"YesNoSwitch";"hq03";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"115";"58";"de";"Wurde bei Ihnen ein Hörverlust durch einen HNO-Arzt oder Akustiker festgestellt?";"[""Ja"",""Nein""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"58";"YesNoSwitch";"hq03";"[""YES"",""NO""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"116";"58";"en";"Did an ENT physician or acoustician diagnose you with a hearing loss?";"[""Yes"",""No""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"59";"SingleChoice";"hq04";"[""NO"",""BOTH"",""LEFT"",""RIGHT""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"117";"59";"de";"Benutzen Sie ein Hörgerät?";"[""Nein"",""Ja, auf beiden Seiten"",""Ja, auf der linken Seite"",""Ja, auf der rechten Seite""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"59";"SingleChoice";"hq04";"[""NO"",""BOTH"",""LEFT"",""RIGHT""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"118";"59";"en";"Do you wear hearing aids?";"[""No"",""Yes, on both sides"",""Yes, on the right"",""Yes, on the left""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"60";"TextString";"hq05";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"119";"60";"de";"Wenn ja, welches Hörgerät tragen Sie?";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"60";"TextString";"hq05";"null";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"120";"60";"en";"If yes, which hearing aids do you wear?";"[]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"61";"SingleChoice";"hq06";"[""REGULARLY"",""SOMETIMES"",""RARELY""]";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"121";"61";"de";"Wenn ja, wie häufig tragen sie ihr Hörgerät?";"[""Regelm\u00e4ssig"",""Manchmal"",""Selten""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"61";"SingleChoice";"hq06";"[""REGULARLY"",""SOMETIMES"",""RARELY""]";NULL;"0";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"122";"61";"en";"If yes, how often do you wear your hearing aids?";"[""Regularly"",""Sometimes"",""Rarely""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"62";"MultipleChoice";"let01";"[""NONE"",""NEWJOB"",""COMPANYSTARTUP"",""PROFESSIONALSUCCESS"",""CHANGEAREAOFRESPONSIBILITY"",""CHANGEWORKINGCONDITIONS"",""RETIREMENT"",""TROUBLESWITHSUPERVISOR"",""JOBLOSS""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"123";"62";"de";"Veränderungen der beruflichen Situation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Beginn eines neuen Jobs oder Berufswechsel"",""Start eines eigenen Unternehmens"",""gro\u00dfer beruflicher Erfolg"",""deutliche Ver\u00e4nderung des beruflichen Verantwortungsbereichs"",""deutliche Ver\u00e4nderung der Arbeitszeiten oder -bedingungen"",""Pensionierung"",""\u00c4rger mit dem Vorgesetzten"",""Verlust des Arbeitsplatzes oder Ende der unternehmerischen T\u00e4tigkeit""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"62";"MultipleChoice";"let01";"[""NONE"",""NEWJOB"",""COMPANYSTARTUP"",""PROFESSIONALSUCCESS"",""CHANGEAREAOFRESPONSIBILITY"",""CHANGEWORKINGCONDITIONS"",""RETIREMENT"",""TROUBLESWITHSUPERVISOR"",""JOBLOSS""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"124";"62";"en";"Veränderungen der beruflichen Situation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Beginn eines neuen Jobs oder Berufswechsel"",""Start eines eigenen Unternehmens"",""gro\u00dfer beruflicher Erfolg"",""deutliche Ver\u00e4nderung des beruflichen Verantwortungsbereichs"",""deutliche Ver\u00e4nderung der Arbeitszeiten oder -bedingungen"",""Pensionierung"",""\u00c4rger mit dem Vorgesetzten"",""Verlust des Arbeitsplatzes oder Ende der unternehmerischen T\u00e4tigkeit""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"63";"MultipleChoice";"let02";"[""NONE"",""BEGINNSCHOOL"",""CHANGESCHOOL"",""PERFORMANCETEST"",""FINISHSCHOOL"",""DROPOUTSCHOOL""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"125";"63";"de";"Veränderungen in Schule, Ausbildung, Studium";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Beginn der Schule, Ausbildung oder Studium"",""Wechel der Schule, Ausbildung oder Studium"",""wichtiger Leistungstest"",""Abschluss von Schule, Ausbildung oder Studium"",""Abbruch von Schule, Ausbildung oder Studium""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"63";"MultipleChoice";"let02";"[""NONE"",""BEGINNSCHOOL"",""CHANGESCHOOL"",""PERFORMANCETEST"",""FINISHSCHOOL"",""DROPOUTSCHOOL""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"126";"63";"en";"Veränderungen in Schule, Ausbildung, Studium";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Beginn der Schule, Ausbildung oder Studium"",""Wechel der Schule, Ausbildung oder Studium"",""wichtiger Leistungstest"",""Abschluss von Schule, Ausbildung oder Studium"",""Abbruch von Schule, Ausbildung oder Studium""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"64";"MultipleChoice";"let03";"[""NONE"",""MOVE"",""SOCIAL"",""RELIGION"",""SLEEP"",""LEISURE"",""NUTRITION"",""LIVINGSTANDARD"",""IMPRISONMENT""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"127";"64";"de";"Veränderungen der persönlichen Lebenssituation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Umzug"",""deutliche \u00c4nderung der gesellschaftlichen Gewohnheiten"",""deutliche \u00c4nderung der religi\u00f6sen Gewohnheiten"",""deutliche \u00c4nderung der Schlafgewohnheiten"",""deutliche \u00c4nderung der Freizeitgestaltung"",""deutliche \u00c4nderung der Ern\u00e4hrungsgewohnheiten"",""deutliche \u00c4nderung des Lebensstandards"",""Haftstrafe""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"64";"MultipleChoice";"let03";"[""NONE"",""MOVE"",""SOCIAL"",""RELIGION"",""SLEEP"",""LEISURE"",""NUTRITION"",""LIVINGSTANDARD"",""IMPRISONMENT""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"128";"64";"en";"Veränderungen der persönlichen Lebenssituation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""Umzug"",""deutliche \u00c4nderung der gesellschaftlichen Gewohnheiten"",""deutliche \u00c4nderung der religi\u00f6sen Gewohnheiten"",""deutliche \u00c4nderung der Schlafgewohnheiten"",""deutliche \u00c4nderung der Freizeitgestaltung"",""deutliche \u00c4nderung der Ern\u00e4hrungsgewohnheiten"",""deutliche \u00c4nderung des Lebensstandards"",""Haftstrafe""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"65";"MultipleChoice";"let04";"[""NONE"",""ACCIDENT"",""ILLNESS"",""SEXUALDIFFICULTIES"",""NATURALDISASTER"",""FIREEXPLOSION"",""VIOLCENCE"",""BURGLARY"",""SEXUALASSAULT"",""WAR"",""DEATHFRIENDFAMILY"",""DEATHCOMPANION""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"129";"65";"de";"Bedrohungen für Leib und Leben";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""schwerer Unfall oder Verletzung"",""schwere Krankheit"",""sexuelle Schwierigkeiten"",""Naturkatastrophe (z.B. \u00dcberschwemmung, Sturm, Erdbeben)"",""Feuer oder Explosion"",""Opfer einer Gewalttat"",""Einbruch"",""sexueller \u00dcbergriff"",""Kampf- oder Kriegshandlungen"",""Tod eines nahen Freundes oder Familienangeh\u00f6rigen"",""Tod des Lebenspartners""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"65";"MultipleChoice";"let04";"[""NONE"",""ACCIDENT"",""ILLNESS"",""SEXUALDIFFICULTIES"",""NATURALDISASTER"",""FIREEXPLOSION"",""VIOLCENCE"",""BURGLARY"",""SEXUALASSAULT"",""WAR"",""DEATHFRIENDFAMILY"",""DEATHCOMPANION""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"130";"65";"en";"Bedrohungen für Leib und Leben";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""schwerer Unfall oder Verletzung"",""schwere Krankheit"",""sexuelle Schwierigkeiten"",""Naturkatastrophe (z.B. \u00dcberschwemmung, Sturm, Erdbeben)"",""Feuer oder Explosion"",""Opfer einer Gewalttat"",""Einbruch"",""sexueller \u00dcbergriff"",""Kampf- oder Kriegshandlungen"",""Tod eines nahen Freundes oder Familienangeh\u00f6rigen"",""Tod des Lebenspartners""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"66";"MultipleChoice";"let05";"[""NONE"",""CHANGEINCOME"",""RAISECREDIT"",""ENDCREDIT"",""BIGPURCHASE"",""BIGSALE"",""CRIME""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"131";"66";"de";"Veränderung der finanziellen Situation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""erhebliche Einkommensver\u00e4nderung"",""Aufnahme eines gro\u00dfen Kredits"",""Ende eines Kredits"",""Kauf eines Hauses oder andere gro\u00dfe Anschaffung"",""Verkauf eines Hauses oder anderer gro\u00dfer Verkauf"",""Opfer eines Verbrechens (Betrug, Einbruch, Diebstahl)""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
"66";"MultipleChoice";"let05";"[""NONE"",""CHANGEINCOME"",""RAISECREDIT"",""ENDCREDIT"",""BIGPURCHASE"",""BIGSALE"",""CRIME""]";NULL;"1";NULL;NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09";"132";"66";"en";"Veränderung der finanziellen Situation";"[""Keine Ver\u00e4nderung in den letzten 4 Wochen"",""erhebliche Einkommensver\u00e4nderung"",""Aufnahme eines gro\u00dfen Kredits"",""Ende eines Kredits"",""Kauf eines Hauses oder andere gro\u00dfe Anschaffung"",""Verkauf eines Hauses oder anderer gro\u00dfer Verkauf"",""Opfer eines Verbrechens (Betrug, Einbruch, Diebstahl)""]";NULL;"2018-08-20 11:59:09";"2018-08-20 11:59:09"
